,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
184,Café,positive,"O sea, el local es muy lindo, tiene todo lo necesario.... la cocina es impresionante y el servicio bueno, pero lo que pasa es que la comida siempre te queda debiendo algo, el sabor no es completo, como que les falta a alguien en la cocina con experiencia para que le dé ese toque gastronómico que le hace falta, si lo logran, será un buen lugar.","O sea, el local es muy lindo, tiene todo lo necesario.... la cocina es impresionante y el servicio bueno, pero lo que pasa es que la comida siempre te queda debiendo algo, el sabor no es completo, como que les falta a alguien en la cocina con experiencia para que le dé ese toque gastronómico que le hace falta, si lo logran, será un buen lugar."
185,De la India,positive,Hemos ido ya varias veces. La comida siempre deliciosa y una excelente atención. Celebré mi cumpleaños aquí y hasta me llevaron un postre delicioso!,Hemos ido ya varias veces. La comida siempre deliciosa y una excelente atención. Celebré mi cumpleaños aquí y hasta me llevaron un postre delicioso!
186,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"Probablemente uno de los mejores restaurantes de Jaco, pero Jacó no es conocido por sus restaurantes. La comida era buena, el servicio era muy bueno y los precios son bastante razonables. El lugar era un poco ruidoso. Cerrado por vacaciones del propietario hasta más tarde en 2014 Noviembre. Para cenar, la mejor parte marina cerca Los Sueños es probablemente la mejor opción.","Probablemente uno de los mejores restaurantes de Jaco, pero Jacó no es conocido por sus restaurantes. La comida era buena, el servicio era muy bueno y los precios son bastante razonables. El lugar era un poco ruidoso. Cerrado por vacaciones del propietario hasta más tarde en 2014 Noviembre. Para cenar, la mejor parte marina cerca Los Sueños es probablemente la mejor opción."
187,"Mediterránea, Costarricense",positive,Absolutamente increíble. No podríamos haber pedido algo mejor. El servicio y la comida eran geniales. Bien hecho!,Absolutamente increíble. No podríamos haber pedido algo mejor. El servicio y la comida eran geniales. Bien hecho!
188,"Latina, Centroamericana, Costarricense",positive,"Nos dirigimos a este sencillo restaurante local en SJ a última hora de la tarde alrededor de 2100 h. Un montón de tipos exóticos de todo en la calle (Avenida 7 entre las Calles 7 y 9, en la calle del hotel Santo Tomas) pero nada tenso. Éramos los únicos clientes en el amplio establecimiento y el servicio era bueno y bastante rápido. La camarera que hablaba algo de inglés era amable y servicial, y fuimos para los platos de menú fijo. Éstas eran suficientes pero no era grande, comenzando con un tazón de sopa inesperada y tostadas. El zumo de piña también era bueno. El precio era justo para un lugar local y nos sentimos como si se dejó en un secreto. Sencillo, pero bueno, como debería ser.","Nos dirigimos a este sencillo restaurante local en SJ a última hora de la tarde alrededor de 2100 h. Un montón de tipos exóticos de todo en la calle (Avenida 7 entre las Calles 7 y 9, en la calle del hotel Santo Tomas) pero nada tenso. Éramos los únicos clientes en el amplio establecimiento y el servicio era bueno y bastante rápido. La camarera que hablaba algo de inglés era amable y servicial, y fuimos para los platos de menú fijo. Éstas eran suficientes pero no era grande, comenzando con un tazón de sopa inesperada y tostadas. El zumo de piña también era bueno. El precio era justo para un lugar local y nos sentimos como si se dejó en un secreto. Sencillo, pero bueno, como debería ser."
189,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"Haga su reserva y estará listo para comer en un lugar que el espacio es muy limitado, pero por dentro todo funciona de maravilla. Comida, las luces, el servicio, la cerveza fría. Centro pase de Jaco y sigue adelante. Recomendado","Haga su reserva y estará listo para comer en un lugar que el espacio es muy limitado, pero por dentro todo funciona de maravilla. Comida, las luces, el servicio, la cerveza fría. Centro pase de Jaco y sigue adelante. Recomendado"
190,"Churrasquería, Parrillada, Argentina",positive,Buena comida y buen servicio ... exelentes promociones 100 porciento recomendado ... bastantes opciones entre carne pollo y mariscos,Buena comida y buen servicio ... exelentes promociones 100 porciento recomendado ... bastantes opciones entre carne pollo y mariscos
191,"Costarricense, Café, Centroamericana",positive,"Sucedió en el café una noche, la comida era excelente, el personal muy amable y atento. Una joya escondida de la ciudad lejos del bullicio y el ruido. Gracias por una gran experiencia!","Sucedió en el café una noche, la comida era excelente, el personal muy amable y atento. Una joya escondida de la ciudad lejos del bullicio y el ruido. Gracias por una gran experiencia!"
192,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",positive,Tenía un delicioso almuerzo en la habitación verde. Mi ensalada era delicioso y el espinacas falafel era genial. Sin duda volveremos y lo recomendaría a un amigo.,Tenía un delicioso almuerzo en la habitación verde. Mi ensalada era delicioso y el espinacas falafel era genial. Sin duda volveremos y lo recomendaría a un amigo.
193,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"comida excepcional. Algunos de los mejores que hemos tenido en Costa Rica. No es barato, pero merece la pena.","comida excepcional. Algunos de los mejores que hemos tenido en Costa Rica. No es barato, pero merece la pena."
194,"Estadounidense, Comida rápida",positive,"Es divertido entrar al lugar y ser saludado por todos los que trabajan ahí! Buen servicio , calidad en la comida y muy limpio el lugar !","Es divertido entrar al lugar y ser saludado por todos los que trabajan ahí! Buen servicio , calidad en la comida y muy limpio el lugar !"
195,"Mediterránea, Peruana, Fusión",positive,"Algo... Increible! Desde la primera vez que probé su tartar de atún Pescatore se convirtió en mi restaurante favorito en toda Costa Rica. El tartar, el tiradito y todo lo  que he probado, simplemente: BRAVO!  Super recomendado, no te puedes equivocar con Pescatore.","Algo... Increible! Desde la primera vez que probé su tartar de atún Pescatore se convirtió en mi restaurante favorito en toda Costa Rica. El tartar, el tiradito y todo lo  que he probado, simplemente: BRAVO!  Super recomendado, no te puedes equivocar con Pescatore."
196,"Mediterránea, Del Medio Oriente",positive,Excelente comida en un ambiente otomano. Gran noche. Vimos una presentación sobre el sultán y tradiciones en el Imperio Otomano. Pudimos conocer nuevas especias,Excelente comida en un ambiente otomano. Gran noche. Vimos una presentación sobre el sultán y tradiciones en el Imperio Otomano. Pudimos conocer nuevas especias
197,De la India,positive,"Es un delicioso restaurante. Además de ser cómodo, sus platos están llenos de olores y sabores que, para los amantes de las especias, será una delicia absoluta.El servicio es muy bueno. Todo es bueno, la verdad. Y para aquellos que tanto os gusta este restaurante, no entiendo porque le dan 4 estrellas en lugar de cinco.Si lo merece, lo merece!!!","Es un delicioso restaurante. Además de ser cómodo, sus platos están llenos de olores y sabores que, para los amantes de las especias, será una delicia absoluta.El servicio es muy bueno. Todo es bueno, la verdad. Y para aquellos que tanto os gusta este restaurante, no entiendo porque le dan 4 estrellas en lugar de cinco.Si lo merece, lo merece!!!"
198,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",positive,"Gran ambiente, todo el personal fue muy bueno, la comida era muy buena, con grandes porciones y varias opciones de artesanía fábrica de barril.","Gran ambiente, todo el personal fue muy bueno, la comida era muy buena, con grandes porciones y varias opciones de artesanía fábrica de barril."
199,"Caribeña, Latina, Mariscos, Costarricense",positive,"Ambience muy acogedor , bebidas naturales muy sabrosas y el ceviche sólo bueno. Se aprecia también bellas obras de arte muy originales con los temas . Gracias Tere Moreno por tu bella atención y de tu staff.","Ambience muy acogedor , bebidas naturales muy sabrosas y el ceviche sólo bueno. Se aprecia también bellas obras de arte muy originales con los temas . Gracias Tere Moreno por tu bella atención y de tu staff."
200,"Estadounidense, Churrasquería",positive,"Me gustó el servicio rápido, la comida era deliciosa.El personal entendía que no hablan español, encontraron otro miembro del personal para ayudarnos a pedido. La comida fue servido con prontitud. Café estaba delicioso.","Me gustó el servicio rápido, la comida era deliciosa.El personal entendía que no hablan español, encontraron otro miembro del personal para ayudarnos a pedido. La comida fue servido con prontitud. Café estaba delicioso."
201,"Costarricense, Centroamericana, Churrasquería, Mariscos, Sopas",positive,"Un excelente ambiente para venir con la familia y amigos, excelente servicio, la comida muy rica y se puede venír con las mascotas.","Un excelente ambiente para venir con la familia y amigos, excelente servicio, la comida muy rica y se puede venír con las mascotas."
202,"Latina, Mariscos, Centroamericana, Costarricense, Internacional",positive,"Un lugar acogedor,  con instalaciones muy limpias y con un tiempo de atención adecuado  y con comida de muy alta calidad","Un lugar acogedor,  con instalaciones muy limpias y con un tiempo de atención adecuado  y con comida de muy alta calidad"
203,"Latina, Fuente de soda, Centroamericana, Costarricense",positive,"Lo mejor de la Soda Tapia sigue siendo sus ensaladas de fruta, frescos naturales y helados. Lo demás sigue siéndo lo mismo de regular calidad y precios muy elevados. El servicio  aceptable.","Lo mejor de la Soda Tapia sigue siendo sus ensaladas de fruta, frescos naturales y helados. Lo demás sigue siéndo lo mismo de regular calidad y precios muy elevados. El servicio  aceptable."
204,"Mariscos, Sudamericana, Centroamericana, Costarricense",positive,Descubrimos este lugar y fue realmente bueno. era entre semana y no estaba lleno. Me imagino que los fines pero que vale la pena.,Descubrimos este lugar y fue realmente bueno. era entre semana y no estaba lleno. Me imagino que los fines pero que vale la pena.
205,"Bar, Pub",positive,"¡Qué gran bar de cerveza! Para cualquier angloparlante en Jaco, este es un gran lugar para una noche tranquila y una excelente cerveza artesanal. El propietario, Daniel, es un expatriado de Canadá y es totalmente hospitalario, para una noche lejos de la típica noche de Jaco, ¡mira este lugar!","¡Qué gran bar de cerveza! Para cualquier angloparlante en Jaco, este es un gran lugar para una noche tranquila y una excelente cerveza artesanal. El propietario, Daniel, es un expatriado de Canadá y es totalmente hospitalario, para una noche lejos de la típica noche de Jaco, ¡mira este lugar!"
206,"Japonesa, Sushi, Asiática, Bar, Pub, Saludable",positive,Fuimos a almorzar todos los días mientras Jaco! Era el mejor sushi que he probado. Gran comidas especiales! Si su amante sushi sin duda parada aquí. Estupenda ubicación y el interior con aire acondicionado.,Fuimos a almorzar todos los días mientras Jaco! Era el mejor sushi que he probado. Gran comidas especiales! Si su amante sushi sin duda parada aquí. Estupenda ubicación y el interior con aire acondicionado.
207,"Italiana, Mediterránea, Europea",positive,"Íncreíble, hoy fui con mi chica, y fue espléndido, mi pasta de la costa con un excelente sabor y muy fresca, y la lasaña de mi pareja espectacular., el servicio excelente, desde hoy en adelante unos de mis restaurantes estrella","Íncreíble, hoy fui con mi chica, y fue espléndido, mi pasta de la costa con un excelente sabor y muy fresca, y la lasaña de mi pareja espectacular., el servicio excelente, desde hoy en adelante unos de mis restaurantes estrella"
