,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
124,"Italiana, Pizzería",negative,"Es una trampa mortal!!! Riesgo de contagio de covid!!! La encargada cerró las ventanas y pusieron el aire acondicionado dejando a 20 personas sin flujo de aire a pesar de que le pedimos que lo abriera por seguridad de todos, dio media vuelta y se fue. La comida no es tan rica como para arriesgarse tanto en especial porque no hay alcohol en gel ni toman la temperatura, uno los quiere ayudar pero ellos no cuidan la salud de sus clientes.","Es una trampa mortal!!! Riesgo de contagio de covid!!! La encargada cerró las ventanas y pusieron el aire acondicionado dejando a 20 personas sin flujo de aire a pesar de que le pedimos que lo abriera por seguridad de todos, dio media vuelta y se fue. La comida no es tan rica como para arriesgarse tanto en especial porque no hay alcohol en gel ni toman la temperatura, uno los quiere ayudar pero ellos no cuidan la salud de sus clientes."
125,"Estadounidense, Churrasquería",negative,"Los platos de preparan con abundante sal. Los platos se sirven sin acompañamiento, por ejemplo las quesadillas. Un acompañamiento fresco a base de tomates tal vez ayudaría bastante, pero no. Además son escasos en ingredientes, carne y queso.No veo la razón de que los precios en el menú sean tan elevados, en mi opinión la relación calidad/precio está muy desbalanceada.El servicio estuvo muy bien, el lugar es agradable.","Los platos se preparan con abundante sal. Los platos se sirven sin acompañamiento, por ejemplo las quesadillas. Un acompañamiento fresco a base de tomates tal vez ayudaría bastante, pero no. Además son escasos en ingredientes, carne y queso.No veo la razón de que los precios en el menú sean tan elevados, en mi opinión la relación calidad/precio está muy desbalanceada.El servicio estuvo muy bien, el lugar es agradable."
126,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",negative,Pésimo servicio y la comida de Baja calidad !! Esperamos 45 minutos para que nos trajeran las entrada .Finalmente carísimo Le recomiendo no ir!! ,Pésimo servicio y la comida de Baja calidad !! Esperamos 45 minutos para que nos trajeran las entrada .Finalmente carísimo Le recomiendo no ir!! 
127,"Italiana, Europea, Toscana, Romana, De Lacio, Siciliana, Del centro italiano, Del sur italiano",negative,"Tenía buenas referencias del lugar, por lo que decidimos ir en familia. El ambiente es agradable y el lugar resulta acogedor, PERO la calidad de la comida dejó mucho que desear!!! Además que el tiempo para que nos trajeran la comida fue prolongado, la lasagna que pedimos era pequeña re cocinada y sin nada de queso, con una salsa muy comercial. El spaghetti al pomodoro fue sin duda lo más desagradable, seco, insípido, sin sabor y con una preparación apresurada!!! Mi papá observó que la lasagna que le sirvieron a él y la que le sirvieron a unos extranjeros era notablemente diferente!!! La mesera que nos atendió realmente fue muy atenta. ","PERO la calidad de la comida dejó mucho que desear!!! Además que el tiempo para que nos trajeran la comida fue prolongado, la lasagna que pedimos era pequeña re cocinada y sin nada de queso, con una salsa muy comercial. El spaghetti al pomodoro fue sin duda lo más desagradable, seco, insípido, sin sabor y con una preparación apresurada!!! Mi papá observó que la lasagna que le sirvieron a él y la que le sirvieron a unos extranjeros era notablemente diferente!!! La mesera que nos atendió realmente fue muy atenta. "
128,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",negative,"No importa si el lugar está lleno o vacío, se tomará un largo tiempo para tomar tu orden y normalmente se olvidará de usted una vez que la comida se sirve la comida (es lento). La comida está bien, buena pizza, pasta, sándwiches y opciones y a veces una semana burguers excelentes bares de ensaladas.","No importa si el lugar está lleno o vacío, se tomará un largo tiempo para tomar tu orden y normalmente se olvidará de usted una vez que la comida se sirve la comida (es lento). La comida está bien, buena pizza, pasta, sándwiches y opciones y a veces una semana burguers excelentes bares de ensaladas."
129,"Parrillada, Churrasquería",negative,"El día de ayer fui a festejar el cumpleaños de mi esposo eramos los únicos en el restaurante y aun así duraron demasiado en atendernos, luego entre los acompañamientos pedimos papa asada, resulta que le tiran un chorrito de natilla como de decoración, por lo cual llamamos al salonero para que nos trajera mas, y se fue a hablar por teléfono, a los 10 min de esperar me levante a pedírsela nuevamente me dijo nuevamente que ya me la llevaban, luego de eso como 10 min mas tarde salio otro salonero de la cocina por lo cual me tuve que levantar nuevamente a pedirla, luego de unos minutos me llevaron aproximadamente una onza en una tacita, por la cual me cobraron 1300 colones, ademas de la mala atención siento que ha bajado muchísimo la calidad costillas re cocinadas, secas y sin suficiente salsa ademas de precios excesivos, por años desde que estaban junto al simon bolivar fueron uno de mis lugares preferidos, siempre con precios altos pero lo valían, ahora por 68900 5 costillas secas, 4 gaseosas, 1 orden de papas y 1 onz de natilla por la que te tienes que levantar 3 veces, me parece excesivo.","El día de ayer fui a festejar el cumpleaños de mi esposo eramos los únicos en el restaurante y aun así duraron demasiado en atendernos, luego entre los acompañamientos pedimos papa asada, resulta que le tiran un chorrito de natilla como de decoración, por lo cual llamamos al salonero para que nos trajera mas, y se fue a hablar por teléfono, a los 10 min de esperar me levante a pedírsela nuevamente me dijo nuevamente que ya me la llevaban, luego de eso como 10 min mas tarde salio otro salonero de la cocina por lo cual me tuve que levantar nuevamente a pedirla, luego de unos minutos me llevaron aproximadamente una onza en una tacita, por la cual me cobraron 1300 colones, ademas de la mala atención siento que ha bajado muchísimo la calidad costillas re cocinadas, secas y sin suficiente salsa ademas de precios excesivos, por años desde que estaban junto al simon bolivar fueron uno de mis lugares preferidos, siempre con precios altos pero lo valían, ahora por 68900 5 costillas secas, 4 gaseosas, 1 orden de papas y 1 onz de natilla por la que te tienes que levantar 3 veces, me parece excesivo."
130,"Pizzería, Italiana, Comida rápida",negative,"Una experiencia totalmente decepcionante. Tuvimos que esperar una hora para una mesa, sólo dos señoritas atendiendo, un domingo de fin de semana largo !!!! El piso y las mesas sucias, en la que tomamos asiento se sentía el sobre de la mesa pegajoso. Una hora más para que sirvieran la comida. No venden cerveza porque no tienen patente??? Hello???? Para qué tienen entonces las cervezas y el vino en el menú??? El refill de refresco llegó cuando terminamos de comer. Decepcionante que una cadena de restaurante tan famosa tenga tan mal servicio en Jacó.","Una experiencia totalmente decepcionante. Tuvimos que esperar una hora para una mesa, sólo dos señoritas atendiendo, un domingo de fin de semana largo !!!! El piso y las mesas sucias, en la que tomamos asiento se sentía el sobre de la mesa pegajoso. Una hora más para que sirvieran la comida. No venden cerveza porque no tienen patente??? Hello???? Para qué tienen entonces las cervezas y el vino en el menú??? El refill de refresco llegó cuando terminamos de comer. Decepcionante que una cadena de restaurante tan famosa tenga tan mal servicio en Jacó."
131,"Mariscos, Centroamericana, Costarricense",negative,"El lugar es muy visitado debido a que está a la orilla del estero. Sin embargo los empleados atienden de mala manera. Visité el lugar el viernes 16 en compañia de unos amigos. Pasamos a desayunar. Al pedir los huevos, nos los trajeron diferentres a como los habíamos pedido. Tardaron mucho en atendernos. La comida llego rápido, pero no nos trajeron el café. Tuvimos que llamar varias veces a la salonera para que nos trajera el café. De mal modo y haciendo mala cara nos atendió y otra salonera nos trajo el café. Me parece que es uno de esos lugares donde el cliente es ""un mal necesario"" y como llega mucha gente no necesitan atender bien. Es la última vez que voy a ese sitio.","El lugar es muy visitado debido a que está a la orilla del estero. Sin embargo los empleados atienden de mala manera. Visité el lugar el viernes 16 en compañia de unos amigos. Pasamos a desayunar. Al pedir los huevos, nos los trajeron diferentres a como los habíamos pedido. Tardaron mucho en atendernos. La comida llego rápido, pero no nos trajeron el café. Tuvimos que llamar varias veces a la salonera para que nos trajera el café. De mal modo y haciendo mala cara nos atendió y otra salonera nos trajo el café. Me parece que es uno de esos lugares donde el cliente es ""un mal necesario"" y como llega mucha gente no necesitan atender bien. Es la última vez que voy a ese sitio."
132,"Fusión, Gastropub, Comida de calle, Mariscos, Asiática, Coreana, Pub",negative,"El día domingo 24 de febrero, junto a unos amigos decidimos almorzar, en este lugar. tras haber ordenado y después de 30 minutos trajeron la bebidas ( refrescos). 20 minutos más entradas buenas, la espera continuo y luego de 90 minutos, decidimos retirarnos tras reclamar y la explicación ( estamos sin chef, pues su señora dio a luz) ...no más comentarios.... seguro no volveremos","El día domingo 24 de febrero, junto a unos amigos decidimos almorzar, en este lugar. tras haber ordenado y después de 30 minutos trajeron la bebidas ( refrescos). 20 minutos más entradas buenas, la espera continuo y luego de 90 minutos, decidimos retirarnos tras reclamar y la explicación ( estamos sin chef, pues su señora dio a luz) ...no más comentarios.... seguro no volveremos"
133,"Bar, Mariscos, Parrillada, Costarricense",negative,Esta es nuestra quinta vez a 4 o casa morales por la langosta. Cuando pida el plato 2 langosta te dan dos pequeñas (mini langostas longastinos) en lugar del tamaño reg como en el pasado. Calidad y porciones han sido cortados por la mitad. Demasiado malo. Solía ser el favorito. :,Esta es nuestra quinta vez a 4 o casa morales por la langosta. Cuando pida el plato 2 langosta te dan dos pequeñas (mini langostas longastinos) en lugar del tamaño regular como en el pasado. Calidad y porciones han sido cortados por la mitad. Demasiado malo. Solía ser el favorito. :
134,"Churrasquería, Mariscos",negative,"Conseguimos el bistec y langosta y esperábamos a ser impresionado. Pues no. Era horrible y la langosta era difícil y no comestible. El servicio era bueno, pero intentaron dura. No comer aquí. El restaurante de sushi era muy buena. No probamos el restaurante italiano. El restaurante principal estaba bien.","Conseguimos el bistec y langosta y esperábamos a ser impresionado. Pues no. Era horrible y la langosta era difícil y no comestible. El servicio era bueno, pero intentaron dura. No comer aquí. El restaurante de sushi era muy buena. No probamos el restaurante italiano. El restaurante principal estaba bien."
