,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
96,"Centroamericana, Costarricense, Latina, Mariscos, Española, Sudamericana",negative,"Fue horrible, primero el mesero no se sabía el menú así que hacíamos preguntas y no podía contestar, además de que era lento, cuando por fin pudimos ordenar tuvimos que esperar como si todo lo hicieran en el momento pero cuando llego el primer plato (un ceviche) vimos que llevaba horas preparado, no tenía sabor y solo nos dieron un paquete de sodas (galletas) cuando pedimos otro el mesero nos rodo los ojos y tardo 15 minutos en traer otras! Después llego el segundo plato un arroz con camarones, estaba completamente desabrido! Una decepción! Hay muchos restaurantes mejores en jaco! No se los recomiendo!","Fue horrible, primero el mesero no se sabía el menú así que hacíamos preguntas y no podía contestar, además de que era lento, cuando por fin pudimos ordenar tuvimos que esperar como si todo lo hicieran en el momento pero cuando llego el primer plato (un ceviche) vimos que llevaba horas preparado, no tenía sabor y solo nos dieron un paquete de sodas (galletas) cuando pedimos otro el mesero nos rodo los ojos y tardo 15 minutos en traer otras! Después llego el segundo plato un arroz con camarones, estaba completamente desabrido! Una decepción! Hay muchos restaurantes mejores en jaco! No se los recomiendo!"
97,"Latina, Mediterránea, Española, Internacional",negative,"En medio de la pandemia, decidimos hacer un pedido a domicilio. Hamburguesas. La vez anterior estuvieron bien. Pero esta vez, estaban incomibles: demasiado condimentadas, y un olor intenso a condimento que las hacían incomibles. Mi esposa aguantó un mordisco. Yo, tres, pero me rendí. El esófago ardió.Hemos llamado de vuelta para preguntar qué sucedió y si podían cambiar la comida u ofrecer una alternativa. Nada, contestaron negativa y despectivamente. Resultado: comida y dinero a la basura. No creo ir ni pedir de nuevo.","En medio de la pandemia, decidimos hacer un pedido a domicilio. Hamburguesas. La vez anterior estuvieron bien. Pero esta vez, estaban incomibles: demasiado condimentadas, y un olor intenso a condimento que las hacían incomibles. Mi esposa aguantó un mordisco. Yo, tres, pero me rendí. El esófago ardió.Hemos llamado de vuelta para preguntar qué sucedió y si podían cambiar la comida u ofrecer una alternativa. Nada, contestaron negativa y despectivamente. Resultado: comida y dinero a la basura. No creo ir ni pedir de nuevo."
98,De la India,negative,"Es una barbaridad que anuncien almuerzos ejecutivos a un precio que no incluye nada de lo que tiene un almuerzo ejecutivo normal. Ejemplo, anuncian 3950 colones por la carne más barata y arroz. Si se quiere refresco, sube, otra carne, sube, ensalada, sube y ni que decir de la entrada. Mejor dar el precio real con lo que tiene un almuerzo real. Lástima porque hay buena atención y se come rico.","Es una barbaridad que anuncien almuerzos ejecutivos a un precio que no incluye nada de lo que tiene un almuerzo ejecutivo normal. Ejemplo, anuncian 3950 colones por la carne más barata y arroz. Si se quiere refresco, sube, otra carne, sube, ensalada, sube y ni que decir de la entrada. Mejor dar el precio real con lo que tiene un almuerzo real. Lástima porque hay buena atención y se come rico."
99,"Bar, Mediterránea, Española",negative,"Aunque el lugar es acogedor la comida que nos llevó horas para venir no era tan bueno como se mencionó en otras críticas. sólo teníamos tapas y los únicos merece ser mencionado es el gazpacho y el papa tortilla. Todo lo demás estaba untasty, un montón de mayonesa y la calidad del producto no era bueno (los calamares).No cabe duda de que no vale la pena el viaje en coche hasta la cima de la montaña","Aunque el lugar es acogedor la comida que nos llevó horas para venir no era tan bueno como se mencionó en otras críticas. sólo teníamos tapas y los únicos merece ser mencionado es el gazpacho y el papa tortilla. Todo lo demás estaba untasty, un montón de mayonesa y la calidad del producto no era bueno (los calamares).No cabe duda de que no vale la pena el viaje en coche hasta la cima de la montaña"
100,"Mediterránea, Peruana, Fusión",negative,"Resumen de la visita:1- Pedimos los refrescos y me dan una gaseosa que sabía horrible, me fijo en la fecha de vencimiento y dice marzo 2020 2- En vez de la gaseosa me pido una sangría, la traen, la comienzo a revolver y me sale una mosca3- Los ceviches bien 4- Por último pedimos un pulpo y trae un pelo Nunca se disculparon ni hicieron el mínimo esfuerzo por compensar la pésima experiencia No volvería jamás y no lo recomiendo","Resumen de la visita:1- Pedimos los refrescos y me dan una gaseosa que sabía horrible, me fijo en la fecha de vencimiento y dice marzo 2020 2- En vez de la gaseosa me pido una sangría, la traen, la comienzo a revolver y me sale una mosca3- Los ceviches bien 4- Por último pedimos un pulpo y trae un pelo Nunca se disculparon ni hicieron el mínimo esfuerzo por compensar la pésima experiencia No volvería jamás y no lo recomiendo"
101,"Estadounidense, Bar, Pub, Centroamericana",negative,Visité el Rest. En Cariari.Excelente servicio al cliente! ( gracias Mauren!) Pero las alitas venían bañadas en sal no en salsa :(,Visité el Rest. Pero las alitas venían bañadas en sal no en salsa :(
102,"Peruana, Latina, Mariscos",negative,"El ambiente y servicio bienen Plaza Antares. Pero la comida decepcionante: en el lugar de pan me trajeron unos platanos tostados en una tacita, la Trilogía de ceviche con poco pecado.Para rematar, el Lomito Meche o algo así, era sólo el lomito y un arroz verde que supuestamente es risotto, sin ningún tipo de guarnición , mala presentación.Y para rematar, no tenían chicha morada!!!!!!!","Pero la comida decepcionante: en el lugar de pan me trajeron unos platanos tostados en una tacita, la Trilogía de ceviche con poco pecado.Para rematar, el Lomito Meche o algo así, era sólo el lomito y un arroz verde que supuestamente es risotto, sin ningún tipo de guarnición , mala presentación.Y para rematar, no tenían chicha morada!!!!!!!"
103,"Mexicana, Latina",negative,Las alitas son secas y parecen de canario. Devolví el plato y querían cobrarlo después. La calidad de la comida ha bajado mucho.,Las alitas son secas y parecen de canario. Devolví el plato y querían cobrarlo después. La calidad de la comida ha bajado mucho.
104,"Café, Fusión, Saludable, Bar de vinos, Sudamericana, Costarricense",negative,"Probé el menú buffet del almuerzo, el cual no fue nada especial, ni en cuanto a sabores, presentación, variedad y calidad. No repetiría, siendo que hay gran variedad de restaurantes a su alrededor.","Probé el menú buffet del almuerzo, el cual no fue nada especial, ni en cuanto a sabores, presentación, variedad y calidad. No repetiría, siendo que hay gran variedad de restaurantes a su alrededor."
105,Café,negative,"Desayuno pequeño y de costo no acorde a la calidad. La primera vez todo fue muy rico la segunda vez un año después la calidad bajó, el tamaño de las porciones se redujo y el sabor se perdió. Unos huevos benedictinos sin sabor solo pan con huevo y espinaca. Fuimos a desayunar y quedamos con hambre. No lo recomiendo, cobraban por algo que no ofrecen. Lo único bueno es que es petfriendly.","Desayuno pequeño y de costo no acorde a la calidad. La primera vez todo fue muy rico la segunda vez un año después la calidad bajó, el tamaño de las porciones se redujo y el sabor se perdió. Unos huevos benedictinos sin sabor solo pan con huevo y espinaca. Fuimos a desayunar y quedamos con hambre. No lo recomiendo, cobraban por algo que no ofrecen. Lo único bueno es que es petfriendly."
106,"Internacional, Costarricense",negative,"Servicio malo , calidad de la comida pésimo , y el aseo del lugar no es el mas limpio que podrás ver en tu vida.","Servicio malo , calidad de la comida pésimo , y el aseo del lugar no es el mas limpio que podrás ver en tu vida."
107,"Libanesa, Mediterránea",negative,Tardaron casi una hora en preparar el pedido y enviaron el Humus sin pan pita... me lo tuve que comer con cuchara...,Tardaron casi una hora en preparar el pedido y enviaron el Humus sin pan pita... me lo tuve que comer con cuchara...
108,"Costarricense, Mariscos, Internacional",negative,"El lugar parece bonito, pero cuando pedí un ceviche sabía muy divertido. Una salida más tarde me dieron borracho. No vayas a este lugar. Es muy caro y lo que se obtiene es enfermar durante varios días.","El lugar parece bonito, pero cuando pedí un ceviche sabía muy divertido. Una salida más tarde me dieron borracho. No vayas a este lugar. Es muy caro y lo que se obtiene es enfermar durante varios días."
109,"Centroamericana, Costarricense, Latina, Bar",negative,"Comida regular, muy grasosa, el personal no tiene buena presentación ni trato amable, en definitiva no lo recomiendo.","Comida regular, muy grasosa, el personal no tiene buena presentación ni trato amable, en definitiva no lo recomiendo."
110,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",negative,"dijeron cosas buenas sobre la habitación verde.Llegamos, nos dieron una mesa, tomamos una copa y pedimos la cena.Una hora más tarde todavía no había comida ... los camareros evitado nuestra mesa.Vimos otros huéspedes sentados-ordenados-comimos facturas pagadas allídonde la H *** es nuestra cena?Fuimos al hombre del bar le pregunté cuánto por las cervezas, luego 3 camarerosvino y dijo que no se puede dejar tienes comida viene!Cuando ... mañana!! Vimos otros nuevos clientes provocatorios en hay asientos esperando.La comida puede ser bueno pero nunca tuvimos la oportunidad de probarlo. pérdida de tiempo.","Llegamos, nos dieron una mesa, tomamos una copa y pedimos la cena.Una hora más tarde todavía no había comida ... los camareros evitado nuestra mesa.Vimos otros huéspedes sentados-ordenados-comimos facturas pagadas allídonde la H *** es nuestra cena?Fuimos al hombre del bar le pregunté cuánto por las cervezas, luego 3 camarerosvino y dijo que no se puede dejar tienes comida viene!Cuando ... mañana!! Vimos otros nuevos clientes provocatorios en hay asientos esperando.La comida puede ser bueno pero nunca tuvimos la oportunidad de probarlo. pérdida de tiempo."
111,"Japonesa, Sushi, Asiática",negative,"Que mal servicio recibí, cuando salimos con unas amigas a pasarla bien. Le pedí bien claramente el plato que elegí. Tuve que devolver ese plato 2 veces para que me preparen la comida así como la he pedido... Cuando me trajeron el plato la tercera vez, todas mis amigas ya habían terminado su cena, así que yo me quedé comiendo sola.... Y lo peor de todo...nunca me ofrecieron algo de cortesía por el inconveniente. Lo peor de todo, al momento de pagar, me cobran el precio completo... Ni un descuento por todo el servicio miserable dan.... Muchas gracias,pero ya no vamos a considerar ese lugar!","Que mal servicio recibí, cuando salimos con unas amigas a pasarla bien. Le pedí bien claramente el plato que elegí. Tuve que devolver ese plato 2 veces para que me preparen la comida así como la he pedido... Cuando me trajeron el plato la tercera vez, todas mis amigas ya habían terminado su cena, así que yo me quedé comiendo sola.... Y lo peor de todo...nunca me ofrecieron algo de cortesía por el inconveniente. Lo peor de todo, al momento de pagar, me cobran el precio completo... Ni un descuento por todo el servicio miserable dan.... Muchas gracias,pero ya no vamos a considerar ese lugar!"
