,Tipo_Comida,Calificacion,Comentario,Calificacion_Comentario
254,Internacional,positive,café mundo es interesante desde el momento en que se entra está muy bien decorado y cuenta con grandes salones que te da la opción de ir a almorzar con grupos de amigosyo lo visito a menudo para el almuerzo y las opciones de plato del día siempre son muy buenastradición en este restaurante es cuando te traen el pan que consiste en tres tipos de panes debes de mojarlos en aceite de oliva aromatizados y comerlo antes de que llegue la comidalos frescos naturales son muy buenos y al final siempre te dan una pequeña muestra de postre como cortesíaen las noches tiene también su ambiente y es ideal para tomarse un vinito,4
255,Internacional,positive,en café mundo siempre todo esta genial un restaurante con buen ambiente siempre te encuentras amigos la comida simplemente deliciosa y lo mejor su personal con ese carisma característico mas que recomendado,5
256,Internacional,positive,siempre que puedo voy a cenar o almohada a café mundo uno de mis restaurantes favoritos por sabor atención precio platillos y demás,5
257,Internacional,positive,café mundo tiene una atmósfera mistica que lo hace una experiencia única cada vez que se visita definitivamente nunca me defrauda probamos uno de los especiales del día que era un dip de pejiballe y realmente es de lo mas rico que he probado el servicio realmente bueno a pesar de estar con una capacidad bastante alta la comida en general con un nivel extraordinario y para cerrar el famoso bavarois de tres chocolates que cada vez que lo pruebo me recuerda que definitivamente es mi postre favorito felicidades,5
258,Internacional,negative,no fuimos solo la mesa pero varios los grupos de amigos que el mes de marzo sufrimos los síntomas de la bacteria estafilocócica gracias a lo que comimos en café mundo razones de sobra para hacer la denuncia pública también por este medio ya que la denuncia ante el ministerio de salud no asegura ningún cambio inmediato,1
259,Internacional,positive,zona muy mediocre para comenzar pero una vez allí la comida era bastante buena y si quieres puedes ir en el menú el personal puede haber tenido una mala noche ya que el servicio era bastante pobre nuestro amigo dejó un vaso de vino y ella era usar sandalias y el personal ni siquiera limpiar el cristal hasta que nos fuimos apenas dar este lugar 3 estrellasno volver,3
260,Internacional,negative,esto no ha sido el caso en los últimos años ya que los dueños son claramente mucho más interesado en una noche multitud de bar se han ampliado y renovado espacio adicional para esto si lo que quieres es una comida ve a otro lado,2
261,Internacional,positive,este es un buen lugar para pasar el rato con amigos o familia la comida es genial el servicio excelente en tiempo y en una buena manera el lugar es muy agradable con un ambiente internacional,5
262,Internacional,negative,pero la comida aquí fue probablemente los más débiles que tuvimos durante nuestra semana de costa rica vine aquí tarde un domingo por la noche y el lugar estaba bastante lleno sopa ensalada pasta con la ensalada siendo el más inspirados de éstas la camarera no era demasiado respnsive o cuando le preguntamos sobre las ofertas especiales o el tamaño de las comidas,2
263,"Bar, Centroamericana, Pub, Costarricense",negative,el problema fue la bebida pidieron cerveza les ofrecieron cerveza artesanal usualmente se sirve en vaso o jarro pero no en una copa de vino la cantidad de cerveza en una copa era poca y encima cara no creo que vuelva hay otros lugares muy lindos y más economicos se paga la zona cuando se va a apotecario,2
264,"Italiana, Mariscos, Mediterránea, Europea",positive,excelente servicio y la comida deliciosa definitivamente recomiendo el restaurante estuvieron muy atentos para cualquier cosa que necesitáramos,5
265,"Italiana, Mariscos, Mediterránea, Europea",positive,hace rato no íbamos a este restaurante y decidimos darle otra oportunidad que agradable sorpresa pedimos el rissotto con hongos y el rissotto con camarones y ambos estaban exquisitos como siempre los meseros súper atentos y hasta el chef salió a preguntar si todo estaba bien además de postre pedimos los profiteroles y la panna cota y estaban deliciosos definitivamente quiero volver sobre todo a probar la lasaña de la nonna recomendado,5
266,De la India,positive,excelente variedad de platos probamos cordero y pollo y ambos están muy bien los precios incluido un refresco natural andan alrededor de 15000 por persona,5
267,De la India,positive,es un delicioso restaurante además de ser cómodo sus platos están llenos de olores y sabores que para los amantes de las especias será una delicia absolutael servicio es muy bueno todo es bueno la verdad y para aquellos que tanto os gusta este restaurante no entiendo porque le dan 4 estrellas en lugar de cincosi lo merece lo merece,5
268,De la India,negative,increíble que pida “solo agua” para acompañar la comida y que decidan cobrar 3000 colones somos ticos es la norma que tomamos del agua potable de nuestro país si al menos hubiera preguntado el mesero si preferíamos del tubo o en una botella de vidrio que tenía costo pues menos mal pero simplemente apareció en la factura además el sabor no era el mejor que haya probado en comida india mala relación preciocalidad no lo recomiendo hay mejores por la zona,2
269,De la India,positive,siempre que vamos a comer comida hindú vamos a 506 y nunca hemos tenido quejas mantienen siempre el excelente estándar de cálidad todo lo que hemos comido siempre nos ha gustado y los meseros son super amables,5
270,De la India,positive,el servicio es muy bueno el lugar muy acogedor y el ambiente muy bueno al ser pequeno y cerrado el olor del curry es muy fuerte por lo que algunas personas les puede parecer bastente incomodo con respecto a la comida pedimos un pollo tikka massala un plato surtido con cordero pollo y res y un naan de queso el plato surtido venia con un curry pero al final resulto ser el mismo que traia la salsa tikka massala lo cual no deberia ser asi puesto que son preparaciones distintas al final ambos platos tenia un fuerte sabor a curry que no permitia ningun otra especie sobresalir el pan si estaba muy bueno y el arroz pero los platos principales bastante regular precios alrededor de 8000 a 13000 colones 1525 por plato,3
271,De la India,positive,es el mejor restaurante de comida i dia del país un local que conserva el auténtico sabor de su gastronomía,5
272,De la India,positive,la comida es deliciosa y el servicio es muy bueno buena relación calidadprecio para los amantes de la comida india ¡recomendadísimo,5
273,De la India,positive,la comida y servicio fueron excelentes y la comida es legitima de la india también son muy atentos a las necesidades de los vegetarianos y los veganos,5
274,De la India,negative,en resumen yogurt vencido en un lassi el dueño diciendo que el cliente no tiene la razón una bebida cobrada doble y al reclamar intentaron echarnos del local la comida no es mala pero solo la actitud de los que sirven me causaron indigestión luego nos trataron de mentirososno volveré nunca,1
275,De la India,positive,esta es sólo la tercera vez que me han dado cinco estrellas a un restaurante me llevé a mis clientes de costa rica aquí para cenar y mi cliente siendo india me dijeron que este lugar era excelenteel restaurante se encuentra en el extremo de un pequeño centro comercial y cuando vas dentro de los aromas de la india son una maravilla el lugar está bien iluminado y decorado con un ambiente muy cálido y acogedor nuestra camarera la mujer del dueño era amable y llevó a cabo una sonrisa permanente el servicio era excelente el vino fue buena pero la comida era verdaderamente excepcional aunque me encanta en los estados unidos soy originaria de inglaterra así que me encanta la cocina india comimos un montón por favor prueba el seekh kebab cordero a la parrilla y delicada baja formada en un pincho la mejor que he comido nunca también prueba el picante naan el chef operado un restaurante indio en escocia y creado para la gente deliciososuna experiencia maravillosa y volveré gracias chef kamal,5
276,De la India,positive,nos alojamos una noche en sj en nuestro camino de regreso a la península de osa por desgracia el hotel que habíamos reservado no estaba para nada cerca del aeropuerto sin embargo si hubiéramos estado más cerca que nunca habría podido comer en sabor de la india el restaurante está bien decorado y cuenta con cómodos asientos pedimos pakora vegetal que estaba perfectamente preparado no en grasa pollo tikka papadam con chutney de mango y otro plato de pollo no recuerdo el nombre que fue preparado con jengibre capsicum y cilantro terminamos la comida con arroz con leche todo lo que comimos estaba delicioso si volvemos a sj sin duda comer aquí de nuevo ¡muy bien,5
277,De la India,positive,este es el increíble lugar para quien quiere probar comida india gran gusto y un gran ambiente y muy amable propietario kamal grandes saludos a mantequilla delicioso pollo y picante nan debe probar lugar para cualquier entusiastatodo lo mejor,5
278,De la India,positive,pequeño lugar con gran ambiente y servicio auténtico sabor indio y increíble relación calidadprecio,5
279,"De la India, Asiática, Saludable, Parrillada, Sopas",positive,increible experiencia la decoracion el ambiente atencion y musica excelentesla comida sumamente deliciosael precio de acorde al sitio y a la calidad no son excesivos,5
280,"De la India, Asiática, Saludable, Parrillada, Sopas",negative,no me gusta todo viene en salsas y condimentos el pollo parece una sopa con un pedazo de carne flotando pedimos papas fritas crujientes y lo que llego no tenia nada de crujiente y las papas venían en pedacitos o no se como describirlo pero lo mejor de todo es que estaban super frías yo desconfío de los restaurantes que manejan la comida a punta de condimentos variados polvos en sabores y colores porque disimulan el verdadero sabor de la comida los precios corresponden a restaurantes de alta gama yo no pienso regresar y si lo hago sera para acompañar a alguien tomándome solo una cerveza,2
